id,title,original_language,tagline,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,release,genre_names
9711,Species III,en,Beauty is only skin deep,2004-11-26,23901,332,5.3,0,0,111,True,Action; Horror; Science Fiction
11449,The Amityville Horror,en,"For God's sake, get out!",1979-07-26,23878,704,6.3,0,86432000,117,True,Horror
19287,Leprechaun 4: In Space,en,One small step for man... one giant leap of terror.,1996-12-25,23875,165,4.6,0,0,95,True,Comedy; Fantasy; Horror; Science Fiction
100241,"I, Frankenstein",en,"In the battle between good and evil, an immortal holds the key",2014-01-22,23863,1623,5.3,65000000,76801179,92,True,Horror; Thriller
10586,The Ghost and the Darkness,en,Prey For The Hunters,1996-10-11,23769,807,6.7,50000000,38619405,109,True,Adventure; Horror
571627,The Divine Fury,ko,Will you stand with good or evil?,2019-07-31,23732,199,6.7,0,11750306,129,True,Action; Horror
473149,Traffik,en,Refuse to Be a Victim,2018-04-20,23723,393,6.2,4000000,5132274,96,True,Horror; Thriller
42941,30 Days of Night: Dark Days,en,Don't walk into the dark.,2010-10-04,23715,412,4.9,0,0,92,True,Horror; Thriller
605804,The Wretched,en,What is forgotten will never be found.,2020-03-09,23713,458,6,0,3758846,95,True,Horror; Mystery; Thriller
12700,Dominion: Prequel to The Exorcist,en,"Go back before the beginning, to the place where evil was born.",2005-05-20,23695,263,5.3,30000000,251495,117,True,Drama; Horror
287424,Maggie,en,Don't Get Bitten,2015-05-08,23679,1415,5.4,4000000,187112,95,True,Drama; Horror; Mystery
34081,Ted Bundy,en,Not every serial killer fits the profile.,2002-11-22,23585,124,5.8,1200000,68716,99,True,Crime; Drama; Horror
161326,Dangerous Worry Dolls,en,,2008-01-22,23557,16,3.9,0,0,75,True,Horror; Science Fiction
1547,The Lost Boys,en,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,1987-07-31,23542,1598,7.1,8500000,32222567,97,True,Comedy; Horror
384521,The Cloverfield Paradox,en,The future unleashed every thing,2018-02-04,23516,2774,5.6,45000000,0,102,True,Action; Horror; Science Fiction; Thriller
529149,Darlin',en,Don't mess with mother's nature.,2019-09-11,23513,97,5.5,0,0,101,True,Horror; Mystery
126172,Leprechaun: Origins,en,A horror icon is reborn.,2014-08-22,23492,195,4.7,0,0,90,True,Horror
134597,The Collection,en,Every great collector has a vision.,2012-09-21,23464,833,6.3,0,6842058,82,True,Horror; Thriller
467012,Satan's Slaves,id,She comes back for the last child.,2017-09-28,23425,192,6.7,147983,0,107,True,Drama; Horror; Mystery
489430,Terrified,es,They are in your house… Watching you…,2018-05-03,23422,400,6.6,0,0,88,True,Horror
11133,Poltergeist II: The Other Side,en,They're back.,1986-05-23,23377,520,6,19000000,40996665,91,True,Horror; Thriller
13190,Dead Space: Downfall,en,Meet Your Maker.,2008-10-27,23337,274,6.2,0,0,74,True,Animation; Horror; Science Fiction; Thriller
11531,Book of Shadows: Blair Witch 2,en,Evil Doesn't Die.,2000-10-27,23306,650,4.2,15000000,47737094,90,True,Horror; Mystery; Thriller
19898,Pandorum,en,Don't fear the end of the world. Fear what happens next.,2009-09-08,23262,1952,6.5,33000000,20648328,108,True,Action; Horror; Mystery; Science Fiction; Thriller
3600,I Still Know What You Did Last Summer,en,Someone is dying for a second chance.,1998-11-13,23219,1225,5.3,65000000,40002112,100,True,Horror; Mystery; Thriller
1021591,Desconocido,es,,2022-10-08,23139,1,2,3000,0,0,True,Drama; Horror; Science Fiction
9980,Maximum Overdrive,en,Stephen King's masterpiece of terror directed by the master himself.,1986-07-25,23138,568,5.7,10000000,7433663,97,True,Action; Horror; Science Fiction
6171,Dreamcatcher,en,A circle of friendship. A web of mystery. A pattern of fear.,2003-03-21,23125,1486,5.5,68000000,75700000,136,True,Drama; Horror; Science Fiction; Thriller
382602,Sadako vs. Kayako,ja,Who will win this curse!?,2016-06-18,23105,168,5.4,0,8992523,98,True,Horror
753453,V/H/S/94,en,5 New Tapes. 1 Nightmare.,2021-09-26,23043,268,6.3,0,0,103,True,Horror
11460,Red Eye,en,Fear takes flight.,2005-08-19,23036,1546,6.3,26000000,57891803,85,True,Horror; Thriller
246196,Rape Zombie: Lust of the Dead 3,ja,,2013-03-23,23014,19,5.9,0,0,68,True,Comedy; Horror
316154,The Bad Batch,en,Don’t play with your food.,2017-06-23,22996,895,5.2,6000000,180851,119,True,Drama; Horror; Science Fiction
250574,Creep,en,,2014-06-23,22994,1089,6.4,0,0,82,True,Horror
805,Rosemary's Baby,en,It's not what you're expecting,1968-06-12,22975,3211,7.8,3200000,33395426,138,True,Drama; Horror; Thriller
738542,The Haunting of Margam Castle,en,The most haunted building in the United Kingdom.,2020-09-01,22948,39,5.7,0,0,81,True,Horror
254474,Zombeavers,en,You'll be dammed!,2014-10-20,22944,563,4.9,0,14947,85,True,Action; Comedy; Horror
393519,Raw,fr,What are you hungry for?,2016-11-11,22941,2681,7.1,3500000,4100000,99,True,Comedy; Drama; Horror
396493,Creep 2,en,"oh my god, this is going to be a good day.",2017-10-14,22877,615,6.3,0,0,80,True,Horror; Thriller
653598,Spree,en,Murder is trending.,2020-08-14,22859,284,6.6,0,43840,93,True,Comedy; Horror; Thriller
65086,The Woman in Black,en,What did they see?,2012-02-03,22819,3088,6.1,17000000,127730736,95,True,Drama; Horror; Thriller
241258,Incarnate,en,Faith has failed us.,2016-12-01,22736,477,5.3,5000000,6341855,91,True,Horror; Thriller
806,The Omen,en,A new generation of terror,2006-06-06,22728,871,5.5,25000000,119188334,110,True,Horror
571384,Come Play,en,He's good at taking friends.,2020-10-28,22708,477,6.3,9000000,8119285,96,True,Horror
184346,Deliver Us from Evil,en,You haven’t seen true evil.,2014-07-01,22676,1760,6.2,30000000,87937815,118,True,Crime; Horror; Thriller
420648,The Bar,es,Ordering coffee can cost your life,2017-02-15,22662,1149,6.3,6045750,3662671,102,True,Comedy; Horror; Thriller
672741,Till Death,en,Vow to survive.,2021-07-02,22651,518,6.8,0,495268,89,True,Horror; Thriller
467938,Revenge,fr,Why do women always have to put up a fight?,2017-01-25,22601,1457,6.4,2900000,692079,109,True,Action; Horror; Thriller
8766,Hellraiser: Bloodline,en,"This year, the past, the present and the future will all meet at the crossroads of hell.",1996-03-08,22544,395,5.3,4000000,16675000,86,True,Horror; Science Fiction
659384,Row 19,ru,,2021-11-11,22514,62,5.8,0,0,77,True,Horror; Thriller
416234,Winchester,en,Terror is building.,2018-02-02,22504,1543,5.9,3500000,44019588,100,True,Horror; Thriller
483202,Eli,en,,2019-10-18,22502,1170,6,0,0,98,True,Horror
846778,Margaux,en,Welcome home.,2022-09-09,22487,11,5.3,0,0,105,True,Horror; Science Fiction
517116,Haunt,en,Some Monsters Are Real.,2019-09-13,22407,858,6.7,0,0,92,True,Horror; Thriller
351211,Blair Witch,en,There's something evil hiding in the woods.,2016-09-15,22395,1663,5.2,5000000,45172994,89,True,Horror; Thriller
10829,Tremors 3: Back to Perfection,en,The Food Chain Just Grew Another Link.,2001-10-02,22373,493,5.8,6000000,0,100,True,Action; Comedy; Horror; Science Fiction; Thriller
10294,Vacancy,en,Once you've checked in... The terror begins.,2007-04-20,22325,1162,6.2,19000000,35300645,85,True,Horror; Thriller
11838,Ju-on: The Grudge,ja,When a grudge from the dead passes to the living - Who is safe?,2002-10-18,22301,610,6.7,3500000,3657876,92,True,Horror
999114,Apokawixa,pl,,2022-10-07,22287,1,1,0,0,110,True,Comedy; Horror
1975,The Grudge 2,en,"What Was Once Trapped, Will Now Be Unleashed",2006-10-12,22217,851,5.5,20000000,39143839,102,True,Horror; Thriller
201223,Blue Exorcist: The Movie,ja,,2012-12-28,22205,114,7.3,0,0,88,True,Action; Animation; Fantasy; Horror; Mystery
818480,La Bruja,es,,2021-10-28,22171,1,2,1000000,0,0,True,Drama; Horror
543286,Zombies,es,,2014-11-01,22169,2,4,0,0,9,True,Comedy; Horror
630392,The Cursed,en,,2021-07-28,22148,116,6.8,0,4588389,111,True,Fantasy; Horror; Mystery
554585,Originless,es,,2020-10-25,22133,48,5.4,0,0,93,True,Horror; Thriller
241843,Cooties,en,Please don't feed the children.,2014-10-10,22094,604,5.9,0,581011,88,True,Comedy; Horror
492336,Deep Blue Sea 2,en,Stronger. Wiser. Deadlier.,2018-04-17,22013,439,5.1,0,0,94,True,Action; Horror; Science Fiction
57789,"Double, Double, Toil and Trouble",en,,1993-10-30,21977,91,6.5,0,0,96,True,Family; Horror; TV Movie
716703,What Lies Below,en,Fear comes to the surface.,2020-12-17,21977,125,5.3,0,0,87,True,Horror; Mystery; Science Fiction; Thriller
513421,Discarnate,en,"Once it sees your soul, it hunts your flesh.",2019-02-20,21967,78,5.4,0,0,84,True,Horror; Thriller
411143,Tau,en,No bars. No guards. No escape.,2018-06-29,21966,1044,6.2,0,0,97,True,Horror; Science Fiction; Thriller
10053,When a Stranger Calls,en,"Whatever You Do, Don't Answer The Phone.",2006-02-03,21961,886,5.7,15000000,67062123,87,True,Horror; Mystery
617505,Hubie Halloween,en,Fear. Less.,2020-10-07,21953,1293,6,14000000,0,103,True,Comedy; Horror; Mystery
425972,Cargo,en,The future is fragile.,2017-10-06,21935,1476,6.4,0,56385,105,True,Drama; Horror; Thriller
60898,Erotic Ghost Story,cn,,1990-05-19,21872,17,5.5,0,0,88,True,Drama; Fantasy; Horror
932868,The Joke,en,,2022-10-07,21856,0,0,0,0,2,True,Comedy; Horror; Thriller
38410,The Poughkeepsie Tapes,en,The Terror is Real,2007-04-27,21817,437,6.6,0,0,81,True,Crime; Horror; Mystery; Thriller
10216,Species II,en,Mating season begins...,1998-04-10,21794,537,5.1,35000000,19165560,93,True,Action; Horror; Science Fiction
398173,The House That Jack Built,en,,2018-10-04,21768,2186,7.2,9800000,5566776,153,True,Crime; Drama; Horror; Thriller
241863,As the Gods Will,ja,"Oh my God, please return my tedious everyday.",2014-11-15,21758,361,7.2,0,0,117,True,Comedy; Horror; Thriller
75338,Raped by an Angel 2: The Uniform Fan,cn,,1998-03-06,21735,6,4.3,0,0,89,True,Horror; Thriller
335866,Circle,en,In here… everything gets you killed.,2015-05-28,21724,1625,6,0,0,87,True,Drama; Horror; Mystery; Science Fiction; Thriller
12212,Urban Legends: Final Cut,en,Legends Never Die.,2000-09-22,21559,381,4.8,14000000,38574362,97,True,Horror; Mystery; Thriller
70584,Hellraiser: Revelations,en,The Return of Pinhead.,2011-10-18,21545,228,3.6,350000,0,75,True,Horror
76487,The Devil Inside,en,No soul is safe.,2012-01-06,21514,678,4.7,1000000,101758490,83,True,Horror; Thriller
10361,Ginger Snaps 2: Unleashed,en,It only dies if you do.,2004-01-30,21484,246,6.5,0,0,94,True,Drama; Horror
10069,Stay Alive,en,You die in the game - you die for real.,2006-03-24,21457,606,5.8,9000000,27105095,85,True,Horror; Thriller
593643,The Menu,en,Painstakingly prepared. Brilliantly executed.,2022-11-17,21437,0,0,0,0,106,True,Comedy; Horror
852252,The Accursed,en,Are you ready to gaze into hell?,2022-10-14,21389,0,0,0,0,96,False,Horror
840526,Show Me the Ghost,ko,My home shooter,2021-09-09,21345,38,7.6,0,0,83,True,Comedy; Horror
420245,Don't Knock Twice,en,Pray she doesn't answer.,2017-02-03,21327,643,5.5,0,0,93,True,Horror
14254,The Uninvited,en,Can you believe what you see?,2009-01-30,21284,1252,6.5,0,41624046,87,True,Horror
10072,A Nightmare on Elm Street 3: Dream Warriors,en,"If you think you're ready for Freddy, think again!",1987-02-27,21198,1376,6.7,4000000,44800000,96,True,Horror; Thriller
75735,Zombie Apocalypse,en,Mankind Survived... But Not Alive.,2011-10-29,21198,196,5.4,0,0,90,True,Action; Horror; Science Fiction
532814,The Bad Seed,en,,2018-09-09,21172,235,7.1,0,0,84,True,Drama; Horror; Thriller
9030,The Eye,en,How can you believe your eyes when they're not yours?,2008-02-01,21115,861,5.8,12000000,58010320,98,True,Drama; Horror; Thriller
791,The Fog,en,Their PAST Has Come Back To HAUNT THEM,2005-10-14,21112,598,4.5,18000000,46201432,100,True,Horror; Thriller
11618,The Haunting,en,Some houses are born bad.,1999-07-23,21112,1132,5.4,80000000,91188905,113,True,Fantasy; Horror; Mystery; Thriller
12095,From Dusk Till Dawn 2: Texas Blood Money,en,,1999-03-16,21001,352,4.5,5000000,0,88,True,Action; Crime; Horror; Thriller
846867,Mad God,en,A journey beyond your wildest nightmares.,2022-06-16,20958,113,6.8,0,0,83,True,Animation; Fantasy; Horror; Science Fiction
649524,Behind the Trees,en,Be careful who you help.,2019-11-21,20944,35,5.8,0,0,87,True,Horror; Mystery; Thriller
41402,Let Me In,en,Innocence dies. Abby doesn't.,2010-10-01,20924,1728,6.8,20000000,24145613,116,True,Drama; Horror; Mystery
10160,A Nightmare on Elm Street: The Dream Child,en,"Now Freddy’s a daddy, he’s killing for two.",1989-08-11,20909,972,5.4,6000000,22168359,89,True,Horror; Thriller
12903,Scooby-Doo! and the Goblin King,en,,2008-09-23,20908,204,7.8,0,0,75,True,Adventure; Animation; Comedy; Family; Fantasy; Horror; Music
13648,Resident Evil: Degeneration,en,1996 - The Mansion Experiment,2008-02-13,20906,846,6.8,0,0,97,True,Action; Animation; Horror; Science Fiction
132137,Werewolf: The Beast Among Us,en,,2012-10-09,20895,193,5.9,5000000,0,93,True,Drama; Horror; Thriller
326,Snakes on a Plane,en,Sit back. Relax. Enjoy the fright.,2006-08-17,20872,1448,5.4,33000000,62022014,105,True,Action; Crime; Horror; Thriller
9042,The Cave,en,There are places man was never meant to go,2005-08-26,20815,745,5.3,30000000,33296457,97,True,Action; Adventure; Horror; Thriller
79316,Devil's Due,en,The Devil Always Gets His Due,2014-01-08,20748,448,4.6,7000000,36433975,89,True,Horror
340601,Delirium,en,It's all in your head,2018-05-10,20746,195,5.7,0,0,96,True,Horror; Thriller
36075,Splatter: Naked Blood,ja,,1996-02-20,20708,49,5.9,0,0,76,True,Horror; Science Fiction
258193,Alien Abduction,en,Fear The Lights...,2014-04-04,20702,301,5.7,0,0,85,True,Horror; Science Fiction; Thriller
32219,Blade: House of Chthon,en,,2006-06-28,20662,62,5.9,0,0,89,True,Action; Horror; TV Movie
11683,Land of the Dead,en,The dead shall inherit the Earth.,2005-06-18,20544,1287,6.2,15000000,47074133,93,True,Horror; Science Fiction; Thriller
139455,Silent Night,en,He knows who's been naughty.,2012-11-30,20541,224,5.3,0,14567,94,True,Comedy; Horror; Mystery; Thriller
351460,Death Note,en,,2017-08-25,20539,3560,4.2,40000000,0,101,True,Crime; Fantasy; Horror; Thriller
523139,In the Tall Grass,en,Some places have a mind of their own.,2019-09-20,20521,1788,5.5,0,0,102,True,Drama; Horror; Thriller
9825,Lake Placid,en,You'll never know what bit you.,1999-07-15,20488,909,5.9,27000000,56870414,82,True,Action; Comedy; Horror; Science Fiction; Thriller
504982,The Jurassic Games,en,Win the games. Win your freedom.,2018-05-21,20484,132,4.6,28000000,0,86,True,Action; Horror; Science Fiction
77495,Sleep Tight,es,Someone is watching over you,2011-10-14,20479,866,7.1,5000000,0,97,True,Horror; Thriller
539537,Fantasy Island,en,Never coming home,2020-02-12,20453,2020,5.9,7000000,47078545,109,True,Adventure; Fantasy; Horror; Mystery
9092,Snow White: A Tale of Terror,en,The fairy tale is over.,1997-07-18,20427,209,6,26000000,0,100,True,Fantasy; Horror
11428,Sleepwalkers,en,They feast on your fear - and it's dinner time.,1992-04-10,20416,411,6,15000000,30524763,91,True,Fantasy; Horror; Thriller
11547,Cabin Fever,en,Terror… in the flesh.,2003-08-15,20364,1041,5.7,1500000,30553395,93,True,Horror
6933,One Missed Call,en,What will it sound like when you die?,2008-01-04,20351,646,5.4,20000000,45847751,87,True,Horror; Mystery; Thriller
1024530,Grimcutty,en,Feed the frenzy.,2022-10-10,20317,0,0,0,0,0,True,Horror
179538,Witching & Bitching,es,,2013-09-20,20292,554,6.3,8000000,0,110,True,Comedy; Horror
12122,Village of the Damned,en,Beware the children.,1995-04-28,20256,661,6,22000000,9418365,99,True,Horror; Science Fiction; Thriller
8869,Eight Legged Freaks,en,Do you hate spiders? Do you really hate spiders? Well they don't like you either.,2002-07-17,20211,980,5.7,30000000,45867333,99,True,Action; Comedy; Horror; Thriller
295011,Patient Zero,en,,2018-09-14,20201,299,5.3,0,0,87,True,Action; Drama; Horror; Thriller
429417,Ghost Stories,en,The brain sees what it wants to see.,2018-01-20,20157,1019,6.4,0,135095,98,True,Drama; Horror
10577,Dracula 2000,en,The Most Seductive Evil of All Time Has Now Been Unleashed in Ours.,2000-12-22,20145,532,5.1,28000000,47053625,99,True,Horror; Thriller
10127,Critters 2,en,Get Ready for Seconds... They're Back,1988-04-29,20123,316,6,4500000,3813293,86,True,Comedy; Horror; Science Fiction
46146,Troll Hunter,nb,You’ll believe it when you see it!,2010-10-29,20083,1312,6.7,3500000,4159678,103,True,Fantasy; Horror
11252,Psycho,en,Check in. Relax. Take a shower.,1998-12-04,20045,828,5.1,60000000,37141130,105,True,Horror; Mystery; Thriller
257874,Beneath,en,Darkness Awaits.,2013-10-08,20021,126,5.4,89,0,89,True,Horror
707131,Polaroid,en,,2019-10-26,20017,5,5,0,0,5,True,Horror
674025,Aztech,en,,2020-11-20,19939,37,5.3,0,0,90,True,Fantasy; Horror; Science Fiction
115210,Stitches,en,You'll die laughing...,2012-05-19,19926,346,6.4,100000,95000,86,True,Horror
8077,Alien³,en,The bitch is back.,1992-05-22,19883,4615,6.3,50000000,159773545,114,True,Action; Horror; Science Fiction
459202,Boo 2! A Madea Halloween,en,Peek-A-Boo.,2017-10-20,19835,445,5.7,25000000,48333932,103,True,Comedy; Horror
105814,The Imp,cn,,1996-01-01,19796,5,4.6,0,0,96,True,Horror
9946,End of Days,en,Prepare for the end.,1999-11-24,19738,1496,6,100000000,211989043,121,True,Action; Fantasy; Horror; Mystery
751394,100 Candles,en,,2020-11-13,19697,88,5.7,0,0,100,True,Horror
378018,The Void,en,There Is a Hell. This Is Worse.,2016-09-22,19684,984,5.9,0,151042,90,True,Horror; Mystery; Science Fiction
10493,Dead Calm,en,High seas. Deep terror. Try to stay calm.,1989-04-07,19681,583,6.6,10400000,7825000,96,True,Horror; Thriller
155084,13 Sins,en,You don't play the game. It plays you.,2014-04-18,19675,917,6.3,5000000,13809,93,True,Horror; Thriller
73935,Vamps,en,Dating Sucks,2012-08-25,19664,231,5.3,16000000,0,93,True,Comedy; Horror; Romance
159117,V/H/S/2,en,Who's tracking you?,2013-06-06,19644,831,6.2,0,21833,96,True,Horror; Thriller
30974,High Lane,fr,,2009-06-24,19573,347,6,0,2141798,90,True,Action; Horror; Thriller
34583,The Final,en,This lesson can't be learned in the classroom.,2010-01-28,19573,221,6,1000000,0,93,True,Horror; Thriller
272692,The Possession of Michael King,en,"If you invite it in, it will never let you go.",2014-08-14,19566,323,6,0,2405143,83,True,Horror
514277,Mara,en,"Whatever You Do, Do Not Sleep.",2018-08-22,19548,313,5.7,5000000,470901,100,True,Crime; Horror; Thriller
336560,Lake Placid vs. Anaconda,en,,2015-04-25,19536,157,5.4,0,0,92,True,Action; Horror
294963,Bone Tomahawk,en,May the Lord have mercy and grant you a swift death,2015-10-23,19534,1730,6.8,1800000,0,133,True,Horror; Western
465086,The Grudge,en,,2020-01-01,19517,975,5.6,10000000,42800000,93,True,Horror; Mystery
9599,The Blob,en,"Scream now, while there's still room to breathe.  Terror has no shape.",1988-08-05,19514,672,6.7,19000000,8247943,95,True,Horror; Science Fiction
426249,Lords of Chaos,en,Based on truth and lies,2018-09-20,19498,325,6.7,0,365353,118,True,Drama; Horror; Music; Thriller
450932,Armed Response,en,No Retreat No Mercy,2017-08-04,19422,129,5.3,0,52036,93,True,Action; Horror; Thriller
623520,Z,en,Z wants to play,2019-09-19,19404,164,6.1,0,0,83,True,Horror; Thriller
653615,Amulet,en,Have faith in fear,2020-07-24,19391,95,5.5,0,0,99,True,Horror
10779,The Frighteners,en,No Rest for the Wicked.,1996-07-18,19365,1224,6.9,30000000,29359216,110,True,Comedy; Horror
520466,Lake Placid: Legacy,en,,2018-05-28,19335,113,5.2,0,0,90,True,Action; Horror; Science Fiction; TV Movie
672761,The Candy Witch,en,Sweet dreams... FOREVER,2020-06-04,19328,26,5.9,0,0,94,True,Horror
17898,Silver Bullet,en,It started in May. In a small town. And every month after that whenever the moon was full... it came back.,1985-10-10,19296,438,6.5,7000000,12400000,95,True,Horror
246403,Tusk,en,Let me tell you a story...,2014-09-19,19296,1078,5.5,3000000,1882074,102,True,Comedy; Horror
8914,Deep Blue Sea,en,Bigger. Smarter. Faster. Meaner.,1999-07-28,19294,2002,5.9,60000000,164648142,105,True,Action; Horror; Science Fiction
475220,In Fabric,en,A killer dress.,2018-12-06,19286,222,5.7,0,0,118,True,Comedy; Fantasy; Horror
27769,Sometimes They Come Back,en,,1991-05-07,19232,174,5.9,0,0,97,True,Horror; TV Movie
548473,Color Out of Space,en,,2019-09-07,19181,1057,6,6000000,1023510,111,True,Horror; Mystery; Science Fiction; Thriller
378485,We Are the Flesh,es,,2016-02-02,19159,80,5.2,0,0,79,True,Drama; Fantasy; Horror
273511,Ghost of Goodnight Lane,en,"If she's still here, then it won't be quiet, not for you, not for anyone.",2014-06-10,19145,20,5.3,0,0,97,True,Comedy; Horror
403964,ClownTown,en,They'll rip out your funny bone,2016-06-27,19125,108,4.3,0,0,86,True,Horror; Thriller
83,Open Water,en,Scream all you want.,2004-08-06,19112,905,5.5,130000,54667954,79,True,Drama; Horror; Thriller
11096,Hide and Seek,en,"Come out, come out, whatever you are.",2005-01-27,19095,1339,6.4,30000000,127369981,101,True,Horror; Mystery
502406,St. Agatha,en,Atone for your sins.,2018-04-20,19047,180,5.6,0,0,103,True,Horror; Thriller
532671,The Prodigy,en,What's wrong with Miles?,2019-02-06,19045,847,6.2,6000000,21150265,92,True,Horror; Thriller
12707,Orca,en,Terror just beneath the surface.,1977-07-22,19033,310,6.2,6000000,14717854,92,True,Adventure; Horror
368031,Friend Request,en,Be careful who you click with.,2016-01-07,19032,1117,5.5,9900000,10975390,92,True,Horror; Thriller
455551,The Recall,en,They've come to claim what's theirs,2017-06-02,18926,299,4.6,5000000,1319566,91,True,Horror; Science Fiction
519337,Tempus Tormentum,en,Capture. Torture. Kill. Repeat.,2018-04-17,18916,30,5.8,0,0,81,True,Horror; Thriller
623034,The Haunted,en,You see what you want to see.,2018-10-13,18913,66,6.7,0,0,75,True,Horror; Mystery; Thriller
668343,Alien Outbreak,en,No One Gets Out,2020-02-11,18908,23,3.9,0,0,84,True,Horror; Science Fiction
10280,Thinner,en,Let the curse fit the crime.,1996-10-25,18872,475,5.9,0,0,92,True,Horror; Thriller
84228,Julia X,en,,2011-09-24,18868,86,5,4000000,0,92,True,Horror
104755,The Lords of Salem,en,We've been waiting... we've always been waiting,2012-09-10,18862,707,5.5,1500000,1165882,101,True,Horror; Thriller
38157,Wishmaster 4: The Prophecy Fulfilled,en,Leave no soul unturned.,2002-06-10,18827,109,4.6,500000,0,92,True,Fantasy; Horror
1977,The Grudge 3,en,You can't escape the curse.,2009-05-12,18813,495,5.4,5000000,38610009,90,True,Horror; Mystery; Thriller
435615,Possessor Uncut,en,No body is safe.,2020-10-02,18804,580,6.4,0,841334,104,True,Horror; Science Fiction; Thriller
203835,Amityville: The Awakening,en,Every house has a history. This one has a legend.,2017-07-20,18767,905,5.4,0,0,87,True,Horror; Thriller
355506,Siren,en,No Man Can Resist Her. All Men Should.,2016-12-02,18741,215,6,300000,0,82,True,Horror
406994,Better Watch Out,en,You might be home but you're not alone,2017-10-06,18735,1184,6.7,0,0,89,True,Comedy; Horror; Thriller
10891,Tremors 4: The Legend Begins,en,A Revolution Has Begun...,2004-01-02,18695,357,5.6,5000000,0,101,True,Action; Comedy; Horror; Western
17918,Swamp Thing,en,Science changed him into a monster. Love changed him even more!,1982-02-19,18641,277,5.4,10000000,0,91,True,Horror; Science Fiction
15212,Species: The Awakening,en,Irresistible beauty. Unstoppable instincts.,2007-10-02,18637,189,4.7,3800000,0,98,True,Horror; Science Fiction; Thriller
455605,Haunted Hospital: Heilstatten,de,,2018-02-22,18588,196,5.3,0,2330777,89,True,Horror
9463,Vampire Hunter D,ja,,1985-12-21,18575,377,6.6,0,0,80,True,Animation; Fantasy; Horror
299245,The Gallows,en,Every School Has Its Spirit.,2015-07-10,18548,841,5,100000,42664410,87,True,Horror; Thriller
3602,I'll Always Know What You Did Last Summer,en,What he knows might kill you…,2006-06-24,18538,297,4.3,0,0,92,True,Horror
10306,Poltergeist III,en,He's found her.,1988-06-10,18531,383,5.2,10500000,14144000,98,True,Horror; Thriller
11979,Queen of the Damned,en,This time there are no interviews.,2002-02-10,18506,840,6.1,35000000,45479110,101,True,Drama; Fantasy; Horror
9708,The Wicker Man,en,Some sacrifices must be made,2006-08-31,18481,1102,4.3,40000000,38805380,102,True,Horror; Mystery; Thriller
46261,Don't Be Afraid of the Dark,en,Fear is never just make believe,2010-11-06,18462,899,5.7,25000000,36993168,99,True,Fantasy; Horror; Thriller
400710,Flatliners,en,You haven't lived until you've died,2017-09-28,18442,2035,5.7,19000000,45158254,111,True,Drama; Horror; Thriller
575776,Saint Maud,en,Your Savior is Coming,2020-10-09,18425,470,6.7,0,1640866,85,True,Drama; Horror; Mystery
229839,Grave Halloween,en,No one survives in the suicide forest.,2013-10-19,18419,50,4.6,0,0,89,True,Horror; Science Fiction; TV Movie
996720,Feed Me,en,You. Are. Who. You. Eat.,2022-10-06,18403,1,10,0,0,0,True,Comedy; Horror
10727,Darkness Falls,en,Evil rises.,2003-01-24,18397,471,5.5,0,0,86,True,Horror; Thriller
9954,The Covenant,en,Only the power of Hell can help them.,2006-09-08,18391,854,5.5,20000000,37597471,97,True,Fantasy; Horror
231001,All Hallows' Eve,en,Come out and play.,2013-10-29,18378,228,5.9,0,0,82,True,Horror
429467,The Lodgers,en,,2017-10-05,18337,433,5,0,916727,93,True,Horror; Mystery; Thriller
560362,Rattlesnake,en,Time waits for no one,2019-10-25,18323,371,5.2,0,0,85,True,Drama; Horror; Mystery; Thriller
46441,Mirrors 2,en,Behind the world you know is a darkness you never imagined.,2010-10-18,18309,342,5.5,0,0,86,True,Fantasy; Horror; Mystery
507076,Climax,fr,Birth and death are extraordinary experiences. Life is a fleeting pleasure.,2018-09-19,18292,1661,7.1,2940457,0,97,True,Horror; Music
10726,American Psycho II: All American Girl,en,Angrier. Deadlier. Sexier.,2002-04-22,18281,312,4.6,10000000,0,88,True,Horror; Thriller
549787,Tokyo Ghoul 'S',ja,To eat or to be eaten,2019-07-19,18238,75,6.7,0,0,97,True,Action; Fantasy; Horror; Science Fiction
622,The Ninth Gate,en,Every book has a life of its own.,1999-08-25,18175,2421,6.4,38000000,58401898,133,True,Horror; Mystery; Thriller
18781,The Haunting in Connecticut,en,Some things cannot be explained.,2009-03-27,18168,941,6.2,10000000,77527732,102,True,Horror; Thriller
1272,Sunshine,en,"If the sun dies, so do we.",2007-04-05,18165,3104,7,50000000,34806812,107,True,Horror; Science Fiction; Thriller
366799,Exorcismo Documentado,es,,2012-09-01,18144,74,7.2,0,0,117,True,Horror
517764,The Farm,en,They're Dying To Meat You,2019-04-19,18139,195,5.3,0,0,80,True,Horror
9682,Pulse,en,You are now infected.,2006-08-11,18137,424,5,38000000,29907685,90,True,Horror; Thriller
354251,Southbound,en,"One way in, no way out.",2015-09-17,18136,516,5.9,0,23665,89,True,Fantasy; Horror; Science Fiction; Thriller
207686,The House at the End of Time,es,There's no turning back.,2013-06-21,18094,253,6.7,300000,4588899,101,True,Drama; Fantasy; Horror
564082,30 Miles from Nowhere,en,The fight for survival begins,2018-11-24,18071,43,4.5,120000,0,83,True,Comedy; Horror
95993,Demon Slayer,en,Some places are born evil. Five troubled teens are destined to fight it.,2003-02-20,18059,12,7.9,1000000,0,84,True,Horror
